artist,cardClass,collectible,cost,dbfId,flavor,id,name,rarity,set,spellSchool,text,type,mechanics,attack,health,race,elite,targetingArrowText,durability,overload,spellDamage,battlegroundsPremiumDbfId,howToEarnGolden,howToEarn,armor,hasDiamondSkin,collectionText,techLevel,faction,multiClassGroup,isMiniSet,hideStats,battlegroundsDarkmoonPrizeTurn,questReward
Rafael Zanchetin,NEUTRAL,TRUE,1,41261,She rules the emerald hive at the end of the yellow brick trail.,UNG_085,Emerald Hive Queen,EPIC,UNGORO,NA,Your minions cost (2) more.,MINION,AURA,2,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HORDE,NA,NA,NA,NA,NA
Alex Horley Orlandelli,DRUID,TRUE,7,41262,Must be something it ate.,UNG_086,Giant Anaconda,EPIC,UNGORO,NA,<b>Deathrattle:</b> Summon a minion from your hand with 5 or more Attack.,MINION,DEATHRATTLE,5,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Gibbons,NEUTRAL,TRUE,5,41263,It's actually only the middle head that's bitter. The others are sweet and spicy.,UNG_087,Bittertide Hydra,EPIC,UNGORO,NA,"Whenever this minion takes damage, deal 3 damage to your hero.",MINION,TRIGGER_VISUAL,8,8,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,NEUTRAL,TRUE,8,41264,I see pizza in my future.,UNG_088,Tortollan Primalist,EPIC,UNGORO,NA,<b>Battlecry:</b> <b>Discover</b> a spell and cast it with random targets.,MINION,BATTLECRY,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,NEUTRAL,TRUE,8,41264,I see pizza in my future.,UNG_088,Tortollan Primalist,EPIC,UNGORO,NA,<b>Battlecry:</b> <b>Discover</b> a spell and cast it with random targets.,MINION,DISCOVER,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Despain,NEUTRAL,TRUE,4,41265,"""Low, low rents! Must enjoy a nomadic lifestyle. Quasi-sentient, bipedal, amphibious humanoids ONLY!""",UNG_089,Gentle Megasaur,EPIC,UNGORO,NA,<b>Battlecry:</b> <b>Adapt</b> your Murlocs.,MINION,BATTLECRY,5,4,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Mancini,NEUTRAL,TRUE,8,41286,What happens when a dinosaur mixes soda and pop rocks.,UNG_099,Charged Devilsaur,EPIC,UNGORO,NA,"<b>Charge</b>
<b>Battlecry:</b> Can't attack heroes this turn.",MINION,BATTLECRY,7,7,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Mancini,NEUTRAL,TRUE,8,41286,What happens when a dinosaur mixes soda and pop rocks.,UNG_099,Charged Devilsaur,EPIC,UNGORO,NA,"<b>Charge</b>
<b>Battlecry:</b> Can't attack heroes this turn.",MINION,CHARGE,7,7,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,DRUID,TRUE,5,40971,Always sticking its neck into other people’s business.,UNG_100,Verdant Longneck,COMMON,UNGORO,NA,<b>Battlecry:</b> <b>Adapt</b>.,MINION,BATTLECRY,5,4,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,DRUID,TRUE,4,40973,Master of the Three Shell Monte.,UNG_101,Shellshifter,RARE,UNGORO,NA,"[x]<b>Choose One - </b>Transform
into a 5/3 with <b>Stealth</b>;
or a 3/5 with <b>Taunt</b>.",MINION,CHOOSE_ONE,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grace Liu,DRUID,TRUE,4,40991,"The most powerful mushrooms are commonly found in boxes marked with ""?"".",UNG_103,Evolving Spores,RARE,UNGORO,"NATURE",<b>Adapt</b> your minions.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Azevedo,DRUID,TRUE,1,41081,You can make your own Earthen Scales at home. Step 1: Roll around in the dirt. Step 2: Magic.,UNG_108,Earthen Scales,RARE,UNGORO,"NATURE","Give a friendly minion +1/+1, then gain Armor equal to its Attack.",SPELL,NA,NA,NA,NA,NA,Give +1/+1.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Kaniuga,DRUID,TRUE,3,41086,"And so the bartender says, “Why the long neck?”",UNG_109,Elder Longneck,COMMON,UNGORO,NA,"<b>Battlecry:</b> If you're holding a minion with 5 or more Attack, <b>Adapt</b>.",MINION,BATTLECRY,5,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gaser,DRUID,TRUE,5,41094,"If you truly love your mana, set it free.",UNG_111,Living Mana,EPIC,UNGORO,"NATURE",Transform your Mana Crystals into 2/2 Treants. Recover the mana when they die.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Kaniuga,NEUTRAL,TRUE,4,41096,Also inordinately excited for cupcakes.,UNG_113,Bright-Eyed Scout,EPIC,UNGORO,NA,<b>Battlecry:</b> Draw a card. Change its Cost to (5).,MINION,BATTLECRY,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konstantin Turovec,DRUID,TRUE,1,41099,Forming the Golakka Crater was the end of Barnabus' disastrous career as a dancer.,UNG_116,Jungle Giants,LEGENDARY,UNGORO,NA,"[x]<b>Quest:</b> Summon
5 minions with
5 or more Attack.
<b>Reward:</b> Barnabus.",SPELL,QUEST,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNG_116t
Jakub Kasper,SHAMAN,TRUE,2,41105,"Emits a sound only murlocs can hear, which is good because it’s REALLY annoying.",UNG_201,Primalfin Totem,RARE,UNGORO,NA,"At the end of your turn, summon a 1/1 Murloc.",MINION,TRIGGER_VISUAL,0,3,TOTEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Azevedo,SHAMAN,TRUE,2,41107,Good for summoning elementals. Great for making s'mores.,UNG_202,Fire Plume Harbinger,RARE,UNGORO,NA,<b>Battlecry:</b> Reduce the Cost of Elementals in your hand by (1).,MINION,BATTLECRY,1,1,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul Mafayon,NEUTRAL,TRUE,1,41111,"Ice, ice, baby!",UNG_205,Glacial Shard,COMMON,UNGORO,NA,<b>Battlecry:</b> <b>Freeze</b> an enemy.,MINION,BATTLECRY,2,1,ELEMENTAL,NA,Freeze an enemy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rudy Siswanto,SHAMAN,TRUE,7,41116,He and his friends just want to rock out.,UNG_208,Stone Sentinel,EPIC,UNGORO,NA,"<b>Battlecry:</b> If you played an Elemental last turn, summon two 2/3 Elementals with <b>Taunt</b>.",MINION,BATTLECRY,4,4,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,SHAMAN,TRUE,8,41331,All that's missing is a little heart.,UNG_211,"Kalimos, Primal Lord",LEGENDARY,UNGORO,NA,"[x]<b>Battlecry:</b> If you played an
Elemental last turn, cast an
Elemental Invocation.",MINION,BATTLECRY,7,7,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Seaman,HUNTER,TRUE,3,41304,Likes to scare his friends half to death.,UNG_800,Terrorscale Stalker,RARE,UNGORO,NA,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.,MINION,BATTLECRY,3,3,NA,NA,Trigger a Deathrattle.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul Mafayon,NEUTRAL,TRUE,5,41305,"Roc eggs are great in omelettes, sandwiches, and as bait to turn poachers into bird food.",UNG_801,Nesting Roc,COMMON,UNGORO,NA,"<b>Battlecry:</b> If you control at least 2 other minions, gain <b>Taunt</b>.",MINION,BATTLECRY,4,7,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rafael Zanchetin,NEUTRAL,TRUE,1,41309,Not to be confused with clubbing enthusiast Emerald Raver.,UNG_803,Emerald Reaver,COMMON,UNGORO,NA,<b>Battlecry:</b> Deal 1 damage to each hero.,MINION,BATTLECRY,2,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laurel Austin,NEUTRAL,TRUE,10,41315,Evolved the really long neck to spy on its neighbors.,UNG_806,Ultrasaur,COMMON,UNGORO,NA,NA,MINION,NA,7,14,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peter Stapleton,NEUTRAL,TRUE,2,41316,Universally adored by both control decks and ninjas.,UNG_807,Golakka Crawler,RARE,UNGORO,NA,<b>Battlecry:</b> Destroy a Pirate and gain +1/+1.,MINION,BATTLECRY,2,3,BEAST,NA,Destroy a Pirate.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Miller,NEUTRAL,TRUE,2,41318,Stubbornly pursuing its dream to become Azeroth's fastest animal!,UNG_808,Stubborn Gastropod,COMMON,UNGORO,NA,"<b>Taunt</b>
  <b>Poisonous</b>",MINION,POISONOUS,1,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Miller,NEUTRAL,TRUE,2,41318,Stubbornly pursuing its dream to become Azeroth's fastest animal!,UNG_808,Stubborn Gastropod,COMMON,UNGORO,NA,"<b>Taunt</b>
  <b>Poisonous</b>",MINION,TAUNT,1,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeniy Dlinnov,NEUTRAL,TRUE,1,41323,Archnemeses: small children with glass jars.,UNG_809,Fire Fly,COMMON,UNGORO,NA,<b>Battlecry</b>: Add a 1/2 Elemental to your hand.,MINION,BATTLECRY,1,2,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Jim Nelson,NEUTRAL,TRUE,4,41324,Level 40 Tortollan Paladins quest to tame a Stegodon.  There are no level 41 Tortollan Paladins.,UNG_810,Stegodon,COMMON,UNGORO,NA,<b>Taunt</b>,MINION,TAUNT,2,6,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Horley Orlandelli,NEUTRAL,TRUE,6,41415,It's gotten a bit long in the tooth.,UNG_812,Sabretooth Stalker,COMMON,UNGORO,NA,<b>Stealth</b>,MINION,STEALTH,8,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Gimaldinov,NEUTRAL,TRUE,7,41327,Aspiring meteorologist!,UNG_813,Stormwatcher,COMMON,UNGORO,NA,<b>Windfury</b>,MINION,WINDFURY,4,8,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luca Zontini,NEUTRAL,TRUE,3,41328,"Float like a butterfly, sting like a giant wasp!",UNG_814,Giant Wasp,COMMON,UNGORO,NA,"<b>Stealth</b>
 <b>Poisonous</b>",MINION,POISONOUS,2,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luca Zontini,NEUTRAL,TRUE,3,41328,"Float like a butterfly, sting like a giant wasp!",UNG_814,Giant Wasp,COMMON,UNGORO,NA,"<b>Stealth</b>
 <b>Poisonous</b>",MINION,STEALTH,2,2,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,NEUTRAL,TRUE,5,41410,"He's doing his best, but his mom thinks that if he had just applied himself in school Kalimos would be working for HIM.",UNG_816,Servant of Kalimos,RARE,UNGORO,NA,"[x]<b>Battlecry:</b> If you played
an Elemental last turn,
 <b>Discover</b> an Elemental.",MINION,BATTLECRY,4,5,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,NEUTRAL,TRUE,5,41410,"He's doing his best, but his mom thinks that if he had just applied himself in school Kalimos would be working for HIM.",UNG_816,Servant of Kalimos,RARE,UNGORO,NA,"[x]<b>Battlecry:</b> If you played
an Elemental last turn,
 <b>Discover</b> an Elemental.",MINION,DISCOVER,4,5,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Grecke,SHAMAN,TRUE,3,41521,Also good for removing pesky stains.,UNG_817,Tidal Surge,COMMON,UNGORO,"NATURE","<b>Lifesteal</b>
Deal $4 damage to a minion.",SPELL,LIFESTEAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicola Saviori,NEUTRAL,TRUE,2,41524,"Currently in an anger management class with Raging Worgen, Grommash Hellscream, and The Angry Chicken. It isn't helping.",UNG_818,Volatile Elemental,COMMON,UNGORO,NA,<b>Deathrattle:</b> Deal 3 damage to a random enemy minion.,MINION,DEATHRATTLE,1,1,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauricio Herrera,ROGUE,TRUE,3,41834,"Like Deadly Poison, but deadlier.",UNG_823,Envenom Weapon,RARE,UNGORO,"NATURE",Give your weapon <b>Poisonous</b>.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konstantin Turovec,WARLOCK,TRUE,1,41856,"They asked, “And what must we give in return?” Gul’dan lowered his hood and answered: “Six… cards…”",UNG_829,Lakkari Sacrifice,LEGENDARY,UNGORO,NA,"[x]<b>Quest:</b> Discard 6 cards.
<b>Reward:</b> Nether Portal.",SPELL,QUEST,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNG_829t1
Dany Orizio,WARLOCK,TRUE,6,41869,"As that old saying goes: ""you don't get into dinomancing to make friends.""",UNG_830,Cruel Dinomancer,RARE,UNGORO,NA,"[x]<b>Deathrattle:</b> Summon a
random minion you
discarded this game.",MINION,DEATHRATTLE,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoltan Boros,WARLOCK,TRUE,2,41871,The most terrifying of Un’goro magics is both silent… AND deadly.,UNG_831,Corrupting Mist,RARE,UNGORO,SHADOW,Curse all minions. Destroy them at the start of your next turn.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Walpole,WARLOCK,TRUE,4,41872,Help save mana.  Donate blood today!,UNG_832,Bloodbloom,EPIC,UNGORO,SHADOW,The next spell you cast this turn costs Health instead of Mana.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Allsop,WARLOCK,TRUE,4,41873,Guaranteed to track tar all over your carpet.,UNG_833,Lakkari Felhound,COMMON,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> Discard your two lowest-Cost cards.",MINION,BATTLECRY,3,8,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Allsop,WARLOCK,TRUE,4,41873,Guaranteed to track tar all over your carpet.,UNG_833,Lakkari Felhound,COMMON,UNGORO,NA,"<b>Taunt</b>
<b>Battlecry:</b> Discard your two lowest-Cost cards.",MINION,TAUNT,3,8,DEMON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaemin Kim,WARLOCK,TRUE,5,41874,"True, they're only 1/1s, but they eat as much as most 4/4s!",UNG_834,Feeding Time,RARE,UNGORO,NA,Deal $3 damage to a minion. Summon three 1/1 Pterrordaxes.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slawomir Maniak,WARLOCK,TRUE,3,41875,"Ear to the ground, he carefully interpreted the chittering noises: “You wanna cast a spell? I wanna cast a spell!”",UNG_835,Chittering Tunneler,EPIC,UNGORO,NA,<b>Battlecry:</b> <b>Discover</b> a spell. Deal damage to your hero equal to its Cost.,MINION,BATTLECRY,3,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slawomir Maniak,WARLOCK,TRUE,3,41875,"Ear to the ground, he carefully interpreted the chittering noises: “You wanna cast a spell? I wanna cast a spell!”",UNG_835,Chittering Tunneler,EPIC,UNGORO,NA,<b>Battlecry:</b> <b>Discover</b> a spell. Deal damage to your hero equal to its Cost.,MINION,DISCOVER,3,3,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Zemskov,WARLOCK,TRUE,2,41876,A bit of a snob: still refuses to drive anything with automatic transmission.,UNG_836,Clutchmother Zavas,LEGENDARY,UNGORO,NA,"Whenever you discard this, give it +2/+2 and return it to your hand.",MINION,InvisibleDeathrattle,2,2,BEAST,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jim Nelson,WARRIOR,TRUE,7,41881,"Tar Lord, man... legendary monster? Aw, forget it.",UNG_838,Tar Lord,COMMON,UNGORO,NA,"<b>Taunt</b>
Has +4 Attack during your opponent’s turn.",MINION,TAUNT,1,11,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Nielson,NEUTRAL,TRUE,6,41885,"The goblin travel agency lost his luggage, but he's still having a great vacation!",UNG_840,"Hemet, Jungle Hunter",LEGENDARY,UNGORO,NA,<b>Battlecry:</b> Destroy all cards in your deck that cost (3) or less.,MINION,BATTLECRY,6,6,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Lo,NEUTRAL,TRUE,4,41913,I am the Voraxx.  I speak for the weeds.,UNG_843,The Voraxx,LEGENDARY,UNGORO,NA,"[x]After you cast a spell on
this minion, summon a
1/1 Plant and cast
another copy on it.",MINION,TRIGGER_VISUAL,3,3,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tooth,NEUTRAL,TRUE,3,41925,Loves goblins.  In a light cream sauce.,UNG_844,Humongous Razorleaf,RARE,UNGORO,NA,Can't attack.,MINION,CANT_ATTACK,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALLIANCE,NA,NA,NA,NA,NA
Tyler West Studio,NEUTRAL,TRUE,3,41926,"We wanted to name him ""Ingenious Elemental"", but he just wasn't that bright.",UNG_845,Igneous Elemental,COMMON,UNGORO,NA,<b>Deathrattle:</b> Add two 1/2 Elementals to your hand.,MINION,DEATHRATTLE,2,3,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luca Zontini,MAGE,TRUE,2,41927,HATES being summoned for Kirin Tor party lighting.,UNG_846,Shimmering Tempest,COMMON,UNGORO,NA,<b>Deathrattle:</b> Add a random Mage spell to your hand.,MINION,DEATHRATTLE,2,1,ELEMENTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dave Allsop,NEUTRAL,TRUE,7,41928,For when a flamecaller just won't do.,UNG_847,Blazecaller,EPIC,UNGORO,NA,"<b>Battlecry:</b> If you played an Elemental last turn, deal 5 damage.",MINION,BATTLECRY,6,6,ELEMENTAL,NA,Deal 5 damage.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Sass,NEUTRAL,TRUE,8,41929,Before he became a rap artist.,UNG_848,Primordial Drake,EPIC,UNGORO,NA,"[x]<b>Taunt</b>
<b>Battlecry:</b> Deal 2 damage
to all other minions.",MINION,BATTLECRY,4,8,DRAGON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Sass,NEUTRAL,TRUE,8,41929,Before he became a rap artist.,UNG_848,Primordial Drake,EPIC,UNGORO,NA,"[x]<b>Taunt</b>
<b>Battlecry:</b> Deal 2 damage
to all other minions.",MINION,TAUNT,4,8,DRAGON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Mancini,NEUTRAL,TRUE,5,41935,Reno taught her that blazing her own trail is a lot more fun than following someone else's map.,UNG_851,Elise the Trailblazer,LEGENDARY,UNGORO,NA,<b>Battlecry:</b> Shuffle a sealed <b>Un'Goro</b> pack into your deck.,MINION,BATTLECRY,5,5,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rahn,DRUID,TRUE,10,41954,Millennia of evolutionary pressures turned his species into the Faerie Dragons we know today.,UNG_852,Tyrantus,LEGENDARY,UNGORO,NA,Can't be targeted by spells or Hero Powers.,MINION,CANT_BE_TARGETED_BY_SPELLS,12,12,BEAST,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rahn,DRUID,TRUE,10,41954,Millennia of evolutionary pressures turned his species into the Faerie Dragons we know today.,UNG_852,Tyrantus,LEGENDARY,UNGORO,NA,Can't be targeted by spells or Hero Powers.,MINION,CANT_BE_TARGETED_BY_HERO_POWERS,12,12,BEAST,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Kagounkina,PRIEST,TRUE,8,42009,Bingo! Minion DNA!,UNG_854,Free From Amber,RARE,UNGORO,NA,<b>Discover</b> a minion that costs (8) or more. Summon it.,SPELL,DISCOVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daria Tuzova,ROGUE,TRUE,1,42011,It's the good kind of hallucination.,UNG_856,Hallucination,COMMON,UNGORO,"NATURE",<b>Discover</b> a card from your opponent's class.,SPELL,DISCOVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Dixon,NEUTRAL,TRUE,4,41289,"She sees the fate of anyone she meets, but it's always the same: dinosaur attack.",UNG_900,Spiritsinger Umbra,LEGENDARY,UNGORO,NA,"After you summon a minion, trigger its <b>Deathrattle</b> effect.",MINION,TRIGGER_VISUAL,3,4,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tooth,NEUTRAL,TRUE,9,41294,"Between you and me, Ozruk is a bit obsessed with his body.",UNG_907,Ozruk,LEGENDARY,UNGORO,NA,"[x]<b>Taunt</b>
<b>Battlecry:</b> Gain +5 Health
for each Elemental you
played last turn.",MINION,BATTLECRY,5,5,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tooth,NEUTRAL,TRUE,9,41294,"Between you and me, Ozruk is a bit obsessed with his body.",UNG_907,Ozruk,LEGENDARY,UNGORO,NA,"[x]<b>Taunt</b>
<b>Battlecry:</b> Gain +5 Health
for each Elemental you
played last turn.",MINION,TAUNT,5,5,ELEMENTAL,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slawomir Maniak,HUNTER,TRUE,2,41350,"Ooh.  I'll have a bite of this, and of this, and of this...",UNG_910,Grievous Bite,COMMON,UNGORO,NA,Deal $2 damage to a minion and $1 damage to adjacent ones.,SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Ryman,HUNTER,TRUE,1,41353,It’s not LITERALLY jeweled. The goblins were terribly disappointed.,UNG_912,Jeweled Macaw,COMMON,UNGORO,NA,<b>Battlecry:</b> Add a random Beast to your hand.,MINION,BATTLECRY,1,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Azevedo,HUNTER,TRUE,5,41354,Ferocious in combat… and even more terrifying in pet battles.,UNG_913,Tol'vir Warden,RARE,UNGORO,NA,<b>Battlecry:</b> Draw two 1-Cost minions from your deck.,MINION,BATTLECRY,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaemin Kim,HUNTER,TRUE,1,41357,They’re just baby teeth. Lots and lots of baby teeth.,UNG_914,Raptor Hatchling,RARE,UNGORO,NA,<b>Deathrattle:</b> Shuffle a 4/3 Raptor into your deck.,MINION,DEATHRATTLE,2,1,BEAST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L. Lullabi & K. Turovec,HUNTER,TRUE,2,41358,Wasn't clever enough to go AROUND the electric fence.,UNG_915,Crackling Razormaw,COMMON,UNGORO,NA,<b>Battlecry:</b> <b>Adapt</b> a friendly Beast.,MINION,BATTLECRY,3,2,BEAST,NA,Adapt a Beast.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daren Bader,HUNTER,TRUE,1,41360,Many hunters long for the pitter-patter of enormous feet.,UNG_916,Stampede,EPIC,UNGORO,NA,"Each time you play a Beast this turn, add a random Beast to your hand.",SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Bozonnet,HUNTER,TRUE,2,41363,Anyone can dinomance. Just put your lips together and RAAWWWAARGGGH.,UNG_917,Dinomancy,EPIC,UNGORO,NA,Your Hero Power becomes 'Give a Beast +2/+2.',SPELL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
